"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTVIEWEDDATE","LASTREFERENCEDDATE","ACTIVE__C","ANCHOR__C","ASSESSOR__C","COMPETENCY__C","SCORE_AREA__C","STATUS"
"a0621000000XOpPAAW","0051a000001M4IpAAK","false","ANC-0058","2016-05-18T08:06:49.000Z","0051a000001M4IpAAK","2016-05-18T08:06:49.000Z","0051a000001M4IpAAK","2016-05-18T08:06:49.000Z","","","true","Has been somewhat effective in leading project/team","Cultural Bar Raiser","Develop People","Acceptable","Item Created"
"a0621000000XOpQAAW","0051a000001M4IpAAK","false","ANC-0059","2016-05-18T08:07:57.000Z","0051a000001M4IpAAK","2016-05-18T08:07:57.000Z","0051a000001M4IpAAK","2016-05-18T08:07:57.000Z","","","true","Leads by example","Cultural Bar Raiser","Develop People","Favorable","Item Created"
"a0621000000XOpRAAW","0051a000001M4IpAAK","false","ANC-0068","2016-05-18T08:11:17.000Z","0051a000001M4IpAAK","2016-05-18T08:11:17.000Z","0051a000001M4IpAAK","2016-05-18T08:11:17.000Z","","","true","Does not take shortcuts and leads by example","Cultural Bar Raiser","Live Our Culture","Favorable","Item Created"
"a0621000000XOpSAAW","0051a000001M4IpAAK","false","ANC-0063","2016-05-18T08:09:25.000Z","0051a000001M4IpAAK","2016-05-18T08:09:25.000Z","0051a000001M4IpAAK","2016-05-18T08:09:25.000Z","","","true","Is not willing to develop and attract people to the company","Cultural Bar Raiser","Live Our Culture","Unfavorable","Item Created"
"a0621000000XOpTAAW","0051a000001M4IpAAK","false","ANC-0022","2016-05-13T12:07:17.000Z","0051a000001M4IpAAK","2016-05-13T12:07:17.000Z","0051a000001M4IpAAK","2016-05-13T12:07:17.000Z","","","true","Has no knowledge of the function or will to work in the function","Hiring Manager","Functional Achievements","Unfavorable","Item Created"
"a0621000000XOpUAAW","0051a000001M4IpAAK","false","ANC-0020","2016-05-13T12:06:41.000Z","0051a000001M4IpAAK","2016-05-13T12:06:41.000Z","0051a000001M4IpAAK","2016-05-13T12:06:41.000Z","","","true","Failed to understand the importance of improving standard procedures within the function","Hiring Manager","Functional Achievements","Unfavorable","Item Created"
"a0621000000XOpVAAW","0051a000001M4IpAAK","false","ANC-0023","2016-05-13T12:07:39.000Z","0051a000001M4IpAAK","2016-05-13T12:07:39.000Z","0051a000001M4IpAAK","2016-05-13T12:07:39.000Z","","","true","Views standard procedures as requiring occasional review or improvement when working in the function","Hiring Manager","Functional Achievements","Acceptable","Item Created"
"a0621000000XOpWAAW","0051a000001M4IpAAK","false","ANC-0024","2016-05-13T12:07:56.000Z","0051a000001M4IpAAK","2016-05-13T12:07:56.000Z","0051a000001M4IpAAK","2016-05-13T12:07:56.000Z","","","true","Indicated both extrinsic and intrinsic reasons for accomplishments within the function","Hiring Manager","Functional Achievements","Acceptable","Item Created"
"a0621000000XOpXAAW","0051a000001M4IpAAK","false","ANC-0027","2016-05-13T12:08:48.000Z","0051a000001M4IpAAK","2016-05-13T12:11:46.000Z","0051a000001M4IpAAK","2016-05-13T12:11:46.000Z","","","true","Sets the bar high and is never happy with the status quo","Hiring Manager","Functional Achievements","Favorable","Item Created"
"a0621000000XOpYAAW","0051a000001M4IpAAK","false","ANC-0054","2016-05-18T08:05:16.000Z","0051a000001M4IpAAK","2016-05-18T08:05:16.000Z","0051a000001M4IpAAK","2016-05-18T08:05:16.000Z","","","true","Sets the bar high and is never happy with the status quo","Cultural Bar Raiser","Dream Big","Favorable","Item Created"
"a0621000000XOpZAAW","0051a000001M4IpAAK","false","ANC-0061","2016-05-18T08:08:47.000Z","0051a000001M4IpAAK","2016-05-18T08:08:47.000Z","0051a000001M4IpAAK","2016-05-18T08:08:47.000Z","","","true","Does not seek out new challenges or risks","Cultural Bar Raiser","Live Our Culture","Unfavorable","Item Created"
"a0621000000XOpaAAG","0051a000001M4IpAAK","false","ANC-0021","2016-05-13T12:06:57.000Z","0051a000001M4IpAAK","2016-05-13T12:06:57.000Z","0051a000001M4IpAAK","2016-05-13T12:06:57.000Z","","","true","Unable to describe relatively specific achievements within the function","Hiring Manager","Functional Achievements","Unfavorable","Item Created"
"a0621000000XOpbAAG","0051a000001M4IpAAK","false","ANC-0025","2016-05-13T12:08:14.000Z","0051a000001M4IpAAK","2016-05-13T12:08:14.000Z","0051a000001M4IpAAK","2016-05-13T12:08:14.000Z","","","true","Provided several detailed examples to demonstrate how accomplishments distinguished self from peers.","Hiring Manager","Functional Achievements","Favorable","Item Created"
"a0621000000XOpcAAG","0051a000001M4IpAAK","false","ANC-0026","2016-05-13T12:08:29.000Z","0051a000001M4IpAAK","2016-05-13T12:08:29.000Z","0051a000001M4IpAAK","2016-05-13T12:08:29.000Z","","","true","Views standard procedures as requiring constant review or improvement.","Hiring Manager","Functional Achievements","Favorable","Item Created"
"a0621000000XOpdAAG","0051a000001M4IpAAK","false","ANC-0055","2016-05-18T08:05:36.000Z","0051a000001M4IpAAK","2016-05-18T08:05:36.000Z","0051a000001M4IpAAK","2016-05-18T08:05:36.000Z","","","true","Does not create strong relationships with employee/team","Cultural Bar Raiser","Develop People","Unfavorable","Item Created"
"a0621000000XOpeAAG","0051a000001M4IpAAK","false","ANC-0066","2016-05-18T08:10:30.000Z","0051a000001M4IpAAK","2016-05-18T08:10:30.000Z","0051a000001M4IpAAK","2016-05-18T08:10:30.000Z","","","true","Is never completely satisfied with their results, always striving to achieve more","Cultural Bar Raiser","Live Our Culture","Favorable","Item Created"
"a0621000000XOpfAAG","0051a000001M4IpAAK","false","ANC-0052","2016-05-18T08:04:35.000Z","0051a000001M4IpAAK","2016-05-18T08:04:35.000Z","0051a000001M4IpAAK","2016-05-18T08:04:35.000Z","","","true","Accepts challenges or tough circumstances","Cultural Bar Raiser","Dream Big","Acceptable","Item Created"
"a0621000000XOpgAAG","0051a000001M4IpAAK","false","ANC-0051","2016-05-18T08:04:14.000Z","0051a000001M4IpAAK","2016-05-18T08:04:14.000Z","0051a000001M4IpAAK","2016-05-18T08:04:14.000Z","","","true","Provided performance or results-oriented accomplishment","Cultural Bar Raiser","Dream Big","Acceptable","Item Created"
"a0621000000XOphAAG","0051a000001M4IpAAK","false","ANC-0053","2016-05-18T08:04:59.000Z","0051a000001M4IpAAK","2016-05-18T08:04:59.000Z","0051a000001M4IpAAK","2016-05-18T08:04:59.000Z","","","true","Provided several detailed examples to demonstrate how accomplishments distinguished self from peers.","Cultural Bar Raiser","Dream Big","Favorable","Item Created"
"a0621000000XOpiAAG","0051a000001M4IpAAK","false","ANC-0049","2016-05-18T08:03:39.000Z","0051a000001M4IpAAK","2016-05-18T08:03:39.000Z","0051a000001M4IpAAK","2016-05-18T08:03:39.000Z","","","true","Unable to describe relatively specific achievements","Cultural Bar Raiser","Dream Big","Unfavorable","Item Created"
"a0621000000XOpjAAG","0051a000001M4IpAAK","false","ANC-0060","2016-05-18T08:08:13.000Z","0051a000001M4IpAAK","2016-05-18T08:08:13.000Z","0051a000001M4IpAAK","2016-05-18T08:08:13.000Z","","","true","Actively sought out leadership opportunity","Cultural Bar Raiser","Develop People","Favorable","Item Created"
"a0621000000XOpkAAG","0051a000001M4IpAAK","false","ANC-0062","2016-05-18T08:09:05.000Z","0051a000001M4IpAAK","2016-05-18T08:09:05.000Z","0051a000001M4IpAAK","2016-05-18T08:09:05.000Z","","","true","Does not take results personally and pushes blame on others","Cultural Bar Raiser","Live Our Culture","Unfavorable","Item Created"
"a0621000000XOplAAG","0051a000001M4IpAAK","false","ANC-0067","2016-05-18T08:11:00.000Z","0051a000001M4IpAAK","2016-05-18T08:11:00.000Z","0051a000001M4IpAAK","2016-05-18T08:11:00.000Z","","","true","Takes results personally","Cultural Bar Raiser","Live Our Culture","Favorable","Item Created"
"a0621000000XOpmAAG","0051a000001M4IpAAK","false","ANC-0065","2016-05-18T08:10:12.000Z","0051a000001M4IpAAK","2016-05-18T08:10:12.000Z","0051a000001M4IpAAK","2016-05-18T08:10:12.000Z","","","true","Uses the principles and competencies are guides at times","Cultural Bar Raiser","Live Our Culture","Acceptable","Item Created"
"a0621000000XOpnAAG","0051a000001M4IpAAK","false","ANC-0064","2016-05-18T08:09:53.000Z","0051a000001M4IpAAK","2016-05-18T08:09:53.000Z","0051a000001M4IpAAK","2016-05-18T08:09:53.000Z","","","true","Demonstrated some awareness of ABI Competencies and Principles.","Cultural Bar Raiser","Live Our Culture","Acceptable","Item Created"
"a0621000000XOpoAAG","0051a000001M4IpAAK","false","ANC-0050","2016-05-18T08:03:54.000Z","0051a000001M4IpAAK","2016-05-18T08:03:54.000Z","0051a000001M4IpAAK","2016-05-18T08:03:54.000Z","","","true","Does not pro-actively seek tough challenges","Cultural Bar Raiser","Dream Big","Unfavorable","Item Created"
"a0621000000XOppAAG","0051a000001M4IpAAK","false","ANC-0057","2016-05-18T08:06:26.000Z","0051a000001M4IpAAK","2016-05-18T08:06:26.000Z","0051a000001M4IpAAK","2016-05-18T08:06:26.000Z","","","true","Leadership role was appointed to them","Cultural Bar Raiser","Develop People","Acceptable","Item Created"
"a0621000000XOpqAAG","0051a000001M4IpAAK","false","ANC-0040","2016-05-17T10:03:52.000Z","0051a000001M4IpAAK","2016-05-17T10:03:52.000Z","0051a000001M4IpAAK","2016-05-17T10:03:52.000Z","","","true","Actively sought out leadership opportunity","Head of Function","Develop People","Favorable","Item Created"
"a0621000000XOprAAG","0051a000001M4IpAAK","false","ANC-0029","2016-05-17T10:00:48.000Z","0051a000001M4IpAAK","2016-05-17T10:00:48.000Z","0051a000001M4IpAAK","2016-05-17T10:00:48.000Z","","","true","Does not pro-actively seek tough challenges","Head of Function","Dream Big","Unfavorable","Item Created"
"a0621000000XOpsAAG","0051a000001M4IpAAK","false","ANC-0030","2016-05-17T10:01:03.000Z","0051a000001M4IpAAK","2016-05-17T10:01:03.000Z","0051a000001M4IpAAK","2016-05-17T10:01:03.000Z","","","true","Provided performance or results-oriented accomplishment","Head of Function","Dream Big","Acceptable","Item Created"
"a0621000000XOptAAG","0051a000001M4IpAAK","false","ANC-0031","2016-05-17T10:01:20.000Z","0051a000001M4IpAAK","2016-05-17T10:01:20.000Z","0051a000001M4IpAAK","2016-05-17T10:01:20.000Z","","","true","Accepts challenges or tough circumstances","Head of Function","Dream Big","Acceptable","Item Created"
"a0621000000XOpuAAG","0051a000001M4IpAAK","false","ANC-0032","2016-05-17T10:01:35.000Z","0051a000001M4IpAAK","2016-05-17T10:01:35.000Z","0051a000001M4IpAAK","2016-05-17T10:01:35.000Z","","","true","Provided several detailed examples to demonstrate how accomplishments distinguished self from peers.","Head of Function","Dream Big","Favorable","Item Created"
"a0621000000XOpvAAG","0051a000001M4IpAAK","false","ANC-0033","2016-05-17T10:01:49.000Z","0051a000001M4IpAAK","2016-05-17T10:01:49.000Z","0051a000001M4IpAAK","2016-05-17T10:01:49.000Z","","","true","Sets the bar high and is never happy with the status quo","Head of Function","Dream Big","Favorable","Item Created"
"a0621000000XOpwAAG","0051a000001M4IpAAK","false","ANC-0044","2016-05-17T10:05:01.000Z","0051a000001M4IpAAK","2016-05-17T10:05:01.000Z","0051a000001M4IpAAK","2016-05-17T10:05:01.000Z","","","true","Demonstrated some awareness of ABI Competencies and Principles.","Head of Function","Live Our Culture","Acceptable","Item Created"
"a0621000000XOpxAAG","0051a000001M4IpAAK","false","ANC-0035","2016-05-17T10:02:31.000Z","0051a000001M4IpAAK","2016-05-17T10:02:31.000Z","0051a000001M4IpAAK","2016-05-17T10:02:31.000Z","","","true","Does not lead in a way that encouraged meritocracy","Head of Function","Develop People","Unfavorable","Item Created"
"a0621000000XOpyAAG","0051a000001M4IpAAK","false","ANC-0034","2016-05-17T10:02:14.000Z","0051a000001M4IpAAK","2016-05-17T10:02:14.000Z","0051a000001M4IpAAK","2016-05-17T10:02:14.000Z","","","true","Does not create strong relationships with employee/team","Head of Function","Develop People","Unfavorable","Item Created"
"a0621000000XOpzAAG","0051a000001M4IpAAK","false","ANC-0045","2016-05-17T10:05:22.000Z","0051a000001M4IpAAK","2016-05-17T10:05:22.000Z","0051a000001M4IpAAK","2016-05-17T10:05:22.000Z","","","true","Uses the principles and competencies are guides at time","Head of Function","Live Our Culture","Acceptable","Item Created"
"a0621000000XOq0AAG","0051a000001M4IpAAK","false","ANC-0028","2016-05-17T10:00:32.000Z","0051a000001M4IpAAK","2016-05-17T10:00:32.000Z","0051a000001M4IpAAK","2016-05-17T10:00:32.000Z","","","true","Unable to describe relatively specific achievements","Head of Function","Dream Big","Unfavorable","Item Created"
"a0621000000XOq1AAG","0051a000001M4IpAAK","false","ANC-0048","2016-05-17T10:06:35.000Z","0051a000001M4IpAAK","2016-05-17T10:06:35.000Z","0051a000001M4IpAAK","2016-05-17T10:06:35.000Z","","","true","Does not take shortcuts and leads by example","Head of Function","Live Our Culture","Favorable","Item Created"
"a0621000000XOq2AAG","0051a000001M4IpAAK","false","ANC-0043","2016-05-17T10:04:45.000Z","0051a000001M4IpAAK","2016-05-17T10:04:45.000Z","0051a000001M4IpAAK","2016-05-17T10:04:45.000Z","","","true","Is not willing to develop and attract people to the company","Head of Function","Live Our Culture","Unfavorable","Item Created"
"a0621000000XOq3AAG","0051a000001M4IpAAK","false","ANC-0037","2016-05-17T10:03:04.000Z","0051a000001M4IpAAK","2016-05-17T10:03:04.000Z","0051a000001M4IpAAK","2016-05-17T10:03:04.000Z","","","true","Has been somewhat effective in leading project/team","Head of Function","Develop People","Acceptable","Item Created"
"a0621000000XOq4AAG","0051a000001M4IpAAK","false","ANC-0042","2016-05-17T10:04:29.000Z","0051a000001M4IpAAK","2016-05-17T10:04:29.000Z","0051a000001M4IpAAK","2016-05-17T10:04:29.000Z","","","true","Does not take results personally and pushes blame on others","Head of Function","Live Our Culture","Unfavorable","Item Created"
"a0621000000XOq5AAG","0051a000001M4IpAAK","false","ANC-0046","2016-05-17T10:05:50.000Z","0051a000001M4IpAAK","2016-05-17T10:30:46.000Z","0051a000001M4IpAAK","2016-05-17T10:30:46.000Z","","","true","Is never completely satisfied with their results, always striving to achieve more","Head of Function","Live Our Culture","Favorable","Item Created"
"a0621000000XOq6AAG","0051a000001M4IpAAK","false","ANC-0036","2016-05-17T10:02:49.000Z","0051a000001M4IpAAK","2016-05-17T10:02:49.000Z","0051a000001M4IpAAK","2016-05-17T10:02:49.000Z","","","true","Leadership role was appointed to them","Head of Function","Develop People","Acceptable","Item Created"
"a0621000000XOq7AAG","0051a000001M4IpAAK","false","ANC-0041","2016-05-17T10:04:14.000Z","0051a000001M4IpAAK","2016-05-17T10:04:14.000Z","0051a000001M4IpAAK","2016-05-17T10:04:14.000Z","","","true","Does not seek out new challenges or risks","Head of Function","Live Our Culture","Unfavorable","Item Created"
"a0621000000XOq8AAG","0051a000001M4IpAAK","false","ANC-0038","2016-05-17T10:03:21.000Z","0051a000001M4IpAAK","2016-05-17T10:03:21.000Z","0051a000001M4IpAAK","2016-05-17T10:03:21.000Z","","","true","Leads by example","Head of Function","Develop People","Favorable","Item Created"
"a0621000000XOq9AAG","0051a000001M4IpAAK","false","ANC-0047","2016-05-17T10:06:20.000Z","0051a000001M4IpAAK","2016-05-17T10:06:20.000Z","0051a000001M4IpAAK","2016-05-17T10:06:20.000Z","","","true","Takes results personally","Head of Function","Live Our Culture","Favorable","Item Created"
"a0621000000XOqAAAW","0051a000001M4IpAAK","false","ANC-0039","2016-05-17T10:03:36.000Z","0051a000001M4IpAAK","2016-05-17T10:03:36.000Z","0051a000001M4IpAAK","2016-05-17T10:03:36.000Z","","","true","Upholds principles of meritocracy","Cultural Bar Raiser","Develop People","Favorable","Item Created"
